Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,city mpg,Popularity,MSRP,Car_Type,Value_Score
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,25.0,210,2000,Normal,0.007617567042363001
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,27.0,210,2000,Normal,0.007602792862684251
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,27.0,210,2000,Normal,0.007373965387509405
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,24.0,210,2000,Normal,0.009326171875
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,26.0,210,2000,Normal,0.009559559559559559
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,26.0,210,2000,Normal,0.007334963325183374
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,26.0,210,2000,Normal,0.007175472928897586
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,24.0,210,2000,Normal,0.0073794176483663034
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,26.0,210,2000,Normal,0.006977687626774848
Nissan,2014,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,35020,Normal,0.006705653021442495
Nissan,2014,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,32000,Normal,0.0069112532256254905
Nissan,2014,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,28980,Normal,0.006306306306306306
Nissan,2015,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,32100,Normal,0.0060582218725413065
Nissan,2015,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,35120,Normal,0.0072829789733348995
Nissan,2015,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,29010,Normal,0.006347256347256347
Nissan,2015,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,32000,Normal,0.006618274978650726
Nissan,2016,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,29010,Normal,0.0054244452271926735
Nissan,2016,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,34200,Normal,0.005658999634903249
Nissan,2016,electric,227.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,19.735628073312473,2009,36790,Normal,0.007183540625363245
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,26495,Normal,0.00625
Subaru,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20.0,640,29595,Normal,0.006621519939804364
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,26795,Normal,0.006941480399865214
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,23495,Normal,0.005594785442694188
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,21995,Normal,0.006842163723203377
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,23795,Normal,0.005823783580687582
Subaru,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,21695,Normal,0.005851063829787234
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,21745,Normal,0.00598755832037325
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,26845,Normal,0.006082148499210111
Subaru,2016,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20.0,640,29945,Normal,0.0056128915444504796
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,23845,Normal,0.006229773462783171
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,22045,Normal,0.006513490725126476
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,27145,Normal,0.006352796052631579
Subaru,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26.0,640,24145,Normal,0.006101895734597156
Subaru,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,20.0,640,31640,Normal,0.005399266119168269
Subaru,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25.0,640,23995,Normal,0.005478723404255319
Subaru,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25.0,640,21995,Normal,0.006389578163771712
Subaru,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25.0,640,25995,Normal,0.006115965051628276
Subaru,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25.0,640,28840,Normal,0.0058823529411764705
Acura,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,15.0,204,2000,Normal,0.0052910958904109585
Acura,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2060,Normal,0.00549645390070922
Acura,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,15.0,204,2042,Normal,0.007030716723549488
Acura,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2000,Normal,0.00613582208101668
Acura,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,15.0,204,2000,Normal,0.006702937976060936
Acura,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,16.0,204,2181,Normal,0.005698529411764706
Acura,1994,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2028,Normal,0.007015384615384615
Acura,1994,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17.0,204,2063,Normal,0.007910189982728843
Acura,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2066,Normal,0.03736781403665624
Acura,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,16.0,204,2384,Normal,0.04936781403665624
Acura,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17.0,204,2356,Normal,0.04936781403665624
Acura,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,16.0,204,2506,Normal,0.055
Acura,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,16.0,204,2265,Normal,0.03736781403665624
Acura,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17.0,204,2144,Normal,0.055
Acura,1995,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2135,Normal,0.008389932081502197
Acura,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16.0,204,2066,Normal,0.067
Buick,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,25645,Normal,0.0655
Buick,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,31420,Normal,0.0845
Buick,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,18.0,155,26040,Normal,0.067
Buick,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,18.0,155,32085,Normal,0.067
Buick,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,18.0,155,26725,Normal,0.09533809323813523
Buick,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,18.0,155,32385,Normal,0.09713307659392384
Maserati,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,14.0,238,83000,Normal,0.08746492048643592
Maserati,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,14.0,238,72000,Normal,0.0073166800966962126
Lexus,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,11.0,454,375000,Luxury,0.006672613737734166
Chrysler,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,1013,2000,Normal,0.00666073018699911
Chrysler,2000,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,1013,2087,Normal,0.007304907481898632
Chrysler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,1013,28680,Normal,0.007166535122336227
Subaru,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,22.0,640,2000,Normal,0.0064761904761904765
Subaru,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22.0,640,2000,Normal,0.006960882647943831
Subaru,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Compact,Wagon,21.0,640,2000,Normal,0.00729559748427673
Subaru,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Compact,Sedan,21.0,640,2000,Normal,0.007206703910614525
Subaru,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,22.0,640,2000,Normal,0.007364864864864865
Subaru,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Compact,Wagon,21.0,640,2000,Normal,0.00706645056726094
Subaru,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,22.0,640,2000,Normal,0.007124183006535948
Subaru,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Compact,Sedan,21.0,640,2000,Normal,0.007068493150684932
Subaru,1994,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Compact,Wagon,21.0,640,2000,Normal,0.007145790554414784
Land Rover,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,36400,Normal,0.00684458398744113
Land Rover,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,41500,Normal,0.006823992133726647
Land Rover,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,38900,Normal,0.006983610437535726
Land Rover,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,36600,Normal,0.00575084601784716
Land Rover,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,39100,Normal,0.006432091350662223
Land Rover,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,41700,Normal,0.007213207239192957
Land Rover,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,36600,Normal,0.006168846862343698
Land Rover,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,39100,Normal,0.006603425718443993
Land Rover,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,17.0,258,41700,Normal,0.006697794074548945
Land Rover,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,258,48525,Normal,0.007213207239192957
Land Rover,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,258,54025,Normal,0.006557231764484959
Land Rover,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,258,45975,Normal,0.006088705948250243
Land Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,49700,Normal,0.006650275138227207
Land Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,59900,Normal,0.006272039349167781
Land Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,54600,Normal,0.0066059904071181135
Land Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,69279,Normal,0.007521017935614658
Land Rover,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,60600,Normal,0.00688521508089556
Land Rover,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,50400,Normal,0.0061103862502852446
Land Rover,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14.0,258,55300,Normal,0.005925166903504849
Land Rover,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,15.0,258,50400,Normal,0.005648490115142298
Land Rover,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,15.0,258,55300,Normal,0.00727630285152409
Land Rover,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,15.0,258,60600,Normal,0.00785498489425982
Lexus,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,454,4207,Normal,0.005337454920144255
Lexus,1999,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,16.0,454,4556,Normal,0.005596814121192552
Lexus,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,16.0,454,5035,Normal,0.006029565824700268
Lexus,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,55375,Normal,0.005291113381001022
Lexus,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,56225,Normal,0.006426099851705388
Lexus,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,56525,Normal,0.007817197835237523
Lexus,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,82305,Normal,0.00654288240495137
Lexus,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,84500,Normal,0.00700997573469938
Lexus,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,78820,Normal,0.0072437421339672774
Lexus,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,72520,Normal,0.006182121971595656
Lexus,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,75465,Normal,0.007306830907054872
Lexus,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,87500,Normal,0.007372615997722744
Lexus,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,75465,Normal,0.00797677261613692
Lexus,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,78820,Normal,0.006610105103203748
Lexus,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,72520,Normal,0.00679344262295082
Lexus,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,82305,Normal,0.005739417262231996
Lexus,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,82305,Normal,0.005409356725146199
Lexus,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,72520,Normal,0.008314028314028315
Lexus,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16.0,454,78820,Normal,0.007883461868037704
Lexus,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,16.0,454,75465,Normal,0.008333333333333333
Lexus,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,19.0,454,120060,Luxury,0.008333333333333333
Lexus,2015,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,19.0,454,120440,Luxury,0.00833976833976834
Lexus,2016,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,19.0,454,120440,Luxury,0.007907944668870119
Lincoln,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,36770,Normal,0.008950128033166686
Lincoln,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,15.0,61,43370,Normal,0.009407844142527558
Lincoln,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,36140,Normal,0.008282608695652173
Lincoln,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,15.0,61,39970,Normal,0.008428271208937065
Lincoln,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,32370,Normal,0.007405693126591067
Lincoln,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,16.0,61,43590,Normal,0.00735531473368688
Lincoln,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,32640,Normal,0.00837650170836548
Lincoln,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,36360,Normal,0.007328279347576384
Lincoln,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,17.0,61,36990,Normal,0.007751147373788883
Lincoln,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,16.0,61,40190,Normal,0.00788249694002448
Lincoln,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,16.0,61,39285,Normal,0.008303341902313625
Oldsmobile,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,26,2136,Normal,0.007265296855488705
Oldsmobile,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,26,2080,Normal,0.006693160426688978
Oldsmobile,1998,regular unleaded,195.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,26,2283,Normal,0.005984104721832632
Oldsmobile,1998,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,26,2444,Normal,0.00836382645060115
Oldsmobile,1999,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,16.0,26,2681,Normal,0.005717348579596212
Oldsmobile,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,26,2356,Normal,0.007061679355621759
Ford,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15.0,5657,2000,Normal,0.007851797325481536
Ford,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,15.0,5657,2000,Normal,0.007701564380264741
Ford,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,15.0,5657,2000,Normal,0.005984104721832632
Ford,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15.0,5657,2000,Normal,0.007827260458839407
Buick,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,15.0,155,40205,Normal,0.005903257404754546
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,32520,Normal,0.006823085221143474
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,29265,Normal,0.004560105983389583
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,35770,Normal,0.005332490251870587
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,33120,Normal,0.006823085221143474
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,35270,Normal,0.004555106415377974
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,30770,Normal,0.005547637320469247
Buick,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,34670,Normal,0.005326876513317191
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,35730,Normal,0.005903257404754546
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,30930,Normal,0.00718954248366013
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,34830,Normal,0.007047575780443087
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,33230,Normal,0.007181571815718157
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,32730,Normal,0.006244890611827702
Buick,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,15.0,155,42515,Normal,0.006732472791698304
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,29230,Normal,0.0053470540758676355
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,35625,Normal,0.0075978291916595254
Buick,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,36230,Normal,0.006400966183574879
Buick,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,29730,Normal,0.005580029368575624
Buick,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,35675,Normal,0.006712068228327326
Buick,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,17.0,155,33130,Normal,0.007236126224156692
Buick,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,15.0,155,44460,Normal,0.005175909965876075
Chevrolet,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,17.0,1385,2000,Normal,0.00685640362225097
Chevrolet,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,17.0,1385,2000,Normal,0.06265486725663717
Chevrolet,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,17.0,1385,2000,Normal,0.0030880554201916455
Chevrolet,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,17.0,1385,2000,Normal,0.0035298373114923103
Chevrolet,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,17.0,1385,2000,Normal,0.0023611064887398324
Chevrolet,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,17.0,1385,2000,Normal,0.002641709080014052
Chevrolet,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17.0,1385,2000,Normal,0.0035298373114923103
Chevrolet,1999,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17.0,1385,2044,Normal,0.0029027720949801467
Chevrolet,2000,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18.0,1385,2100,Normal,0.002349863124507738
Chevrolet,2001,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18.0,1385,18890,Normal,0.0030841953509164063
Lexus,1996,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,3667,Normal,0.003103592805953616
Lexus,1997,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,4282,Normal,0.003738418607171401
Lexus,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,65225,Normal,0.0018344656362328066
Lexus,2006,regular unleaded,275.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,67395,Normal,0.003311887625145134
Lexus,2007,regular unleaded,268.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,67395,Normal,0.0034751496911734152
Lexus,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,12.0,454,83180,Normal,0.003289808374310833
Lexus,2016,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,13.0,454,88880,Normal,0.002756822660037011
Lexus,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,13.0,454,89380,Normal,0.0022029966792260045
Mercedes-Benz,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,20.0,617,51270,Normal,0.0035247946867616067
